title,author,publisher,year_published,ISBN,category,description,image
Ketika Cinta Bertasbih: Episode 2,Habiburrahman El-Shirazy,Republika - Basmala,2007,B0DSZQPHFG,Novel,"Lulus S - 1 dari sebuah perguruan tinggi yang memiliki pengaruh wibawa “kealiman”, tidak menyebabkan Azzam mendapat kemudahan dalam segala urusan. Dia bahkan gamang untuk mendapatkan pekerjaan yang pas. Belum lagi cibiran tetangga yang mengira bahwa lulusan Al - Azhar University otomatis menjadi kyai, atau ulama besar. Itu kenapa sang ibu menjadi gelisah, bahkan menyuruh adik Azzam, Husna untuk mencarikan pekerjaan, apa saja yang penting asal kesannya bekerja, keluar dari rumah.

Dengan latar belakang pengalaman berwirausaha selama di Mesir, Azzam pun tidak patah semangat untuk membangun usahanya sendiri. Tetapi bagaimana dengan menikah, hal yang selalu disinggung oleh ibunya. Wanita yang ia dambakan, Anna Althafunnisa telah dipinang sahabatnya sendiri. Sedangkan dengan Eliana yang jelas - jelas menaruh hati padanya belum bisa ia terima, karena ia masih mendambakan wanita muslimah. Azzam pun berusaha mencari tambatan hatinya, walaupun cukup banyak hambatan yang ia hadapi, apalagi ditambah ibunya yang meninggal dunia karena kecelakaan saat dibonceng naik motor yang kemudian membuatnya hampir putus asa.

Namun Allah berkehendak lain pada suatu ketika di mana pernikahan Anna Althafunnisa akhirnya cerai dan Azzam ditawari ayahnya Anna Althafunnisa untuk menjadi suaminya. Sebaik dan sehebat apapun usaha manusia tentu semua kembali kepada takdir Tuhan kalau memang Tuhan mengizinkan semua bisa terjadi. Kalau kita selalu berlaku ikhlas segalanya karena Allah dan mengharap ridha - NYA pasti Allah akan memberikan yang terbaik untuk kita juga pasangan kita karena Allah maha tahu akan segala sesuatu di luar batas kemampuan manusia.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1324960574i/2267679.jpg
Para Priyayi: Sebuah Novel,Umar Kayam,Pustaka Utama Grafiti,1992,B0DLT5HHFM,Sastra,"Novel ini bercerita tentang Soedarsono seorang anak dari keluarga buruh tani yang oleh orang tua dan sanak saudaranya diharapkan dapat menjadi “sang pemula” untuk membangun dinasti keluarga priyayi kecil. Berkat dorongan Asisten Wedana Ndoro Seten ia bisa sekolah dan kemudian menjadi guru desa.

Dari sinilah ia memasuki dunia elite birokrasi sebagai priyayi pangreh praja. Ketiga anaknya melawati zaman Belanda dan zaman Jepang tumbuh sebagai guru opsir PETA dan istri asisten wedana. Cita - cita keluarganya berhasil. Benarkah? Lalu apakah sesungguhnya “priyayi” itu? Status kelas? Pandangan dunia kelas menengah elite birokrasi? Sekadar gaya hidup? Atau kesemuanya?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1484380572i/984819.jpg
Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,Truedee Books & Gagas Media,2006,9789799625731 (ISBN10: 9799625734),Fiksi,"Pemaknaan kembali kembali kopi, Buddha, Herman, surat tak terkirimkan, cinta sejenis yang manis atau apa pun, membuktikan Dee tetap memesona. Kalau kemarin panitia Nobel sastra masih maju mundur dengan nama Pramoedya, sekarang bisa memaknai kembali, melalui karya - karya ini.

Ruang cerpen yang sempit dijadikannya wahana yang intens namun tidak sesak untuk mengungkapkan apa yang tak selalu mampu dikatakan. Lewat refleksi dan monolog interior yang digarap dengan cakap dan jernih. pembaca diajaknya menjelajahi halaman - halaman kecil dalam cerpen yang kini dijadikannya semesta kehidupan.

Cerpen - cerpen Dee itu persis racikan kopi dari tangan seorang ahli peracik kopi: harum, menyegarkan, dan nikmat: pahit, tapi sekaligus mengandung manis.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356018939i/1244286.jpg
Rembulan Tenggelam Di Wajahmu,Tere Liye,Penerbit Republika,2009,(ISBN10: 9793858133),Novel,"Tutup mata kita. Tutup pikiran kita dari carut -  marut kehidupan. Mari berpikir takjim sejenak. Bayangkan saat ini ada satu malaikat bersayap indah datang kepada kita, lantas lembut berkata: Aku memberikan kau kesempatan hebat. Lima kesempatan untuk bertanya tentang rahasia kehidupan, dan aku akan menjawabnya langsung sekarang. Lima Pertanyaan. Lima jawaban. Apakah pertanyaan pertamamu?
Maka apakah kita akan bertanya: Apakah cinta itu? Apakah hidup ini adil? Apakah kaya adalah segalanya? Apakah kita memiliki pilihan dalam hidup? Apakah makna kehilangan?
Ray (tokoh utama dalam kisah ini), ternyata memiliki kecamuk pertanyaan sendiri. Lima pertanyaan sebelum akhirnya dia mengerti makna hidup dan kehidupannya.
Siapkan energi Anda untuk memasuki dunia Fantasi Tere - Liye tentang perjalanan hidup. Di sini hanya ada satu rumus: semua urusan adalah sederhana. Maka mulailah membaca dengan menghela nafas lega",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1236734744i/1376124.jpg
Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,Gramedia Pustaka Utama,2010,9789792257809 (ISBN10: 9792257802),Fiksi,"Dia bagai malaikat bagi keluarga kami. Merengkuh aku, adikku, dan Ibu dari kehidupan jalanan yang miskin dan nestapa. Memberikan makan, tempat berteduh, sekolah, dan janji masa depan yang lebih baik.
Dia sungguh bagai malaikat bagi keluarga kami. Memberikan kasih sayang, perhatian, dan teladan tanpa mengharap budi sekali pun. Dan lihatlah, aku membalas itu semua dengan membiarkan mekar perasaan ini.
Ibu benar, tak layak aku mencintai malaikat keluarga kami. Tak pantas. Maafkan aku, Ibu. Perasaan kagum, terpesona, atau entahlah itu muncul tak tertahankan bahkan sejak rambutku masih dikepang dua.
Sekarang, ketika aku tahu dia boleh jadi tidak pernah menganggapku lebih dari seorang adik yang tidak tahu diri, biarlah... Biarlah aku luruh ke bumi seperti sehelai daun... daun yang tidak pernah membenci angin meski harus terenggutkan dari tangkai pohonnya.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485759293i/8343444.jpg
Padang Bulan,Andrea Hirata,Bentang Pustaka,2010,9786028811095 (ISBN10: 6028811092),Novel,"Melalui pergolakan nasib seorang perempuan dan huru - hara kecemburuan, Andrea Hirata kembali memilih sudut yang tidak terduga untuk menampilkan kisah yang inspiratif tentang kegigihan karakter - karakter di dalam novelnya. Novel Padang Bulan bermula dari kisah seorang gadis kecil berusia 14 tahun, Enong namanya, yang sangat gemar pada pelajaran bahasa Inggris, namun secara mendadak terpaksa harus berhenti sekolah dan mengambil alih seluruh tanggung jawab keluarga. Tersambung pada sekuel novel ini, Cinta di Dalam Gelas, perjalanan nasib anak perempuan kecil itu, melalui gaya khasnya: menertawakan kepedihan, memparodikan tragedi, mengkritik tanpa menjadi sarkastik, kisah Enong menjadi seperti panggung di dalam lembaran - lembaran kertas. Membaca novel ini seperti melihat sebuah gambar.

Dengan menceritakan kisah Enong seperti sebuah epos, Andrea berhasil memperlihatkan kepada pembaca kekuatan - kekuatan besar yang tersembunyi di dalam diri manusia, kekuatan yang sering tidak disadari seseorang berada di dalam dirinya. Enong jatuh, bangun, jatuh lagi, dan bangun lagi. Kisah Enong tidak sekadar kisah sebuah keluarga yang sederhana, namun tentang impian seorang anak kecil, tentang keberanian menjalani hidup, dan tentang seorang lelaki yang menjadi berantakan karena tragedi cinta pertama.

""Cemburu adalah perahu Nabi Nuh yang tergenang di dalam hati yang karam. Lalu, naiklah ke geladak perahu itu, binatang yang berpasang - pasangan: perasaan tak berdaya - ingin mengalahkan, rencana jahat - penyesalan, kesedihan - gengsi....,"" kata lelaki itu.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1276569400i/8460524.jpg
Ranah 3 Warna,Ahmad Fuadi,Gramedia Pustaka Utama,2011,9789792263251 (ISBN10: 979226325X),Novel,"Alif baru saja tamat dari Pondok Madani. Dia bahkan sudah bisa bermimpi dalam bahasa Arab dan Inggris. Impiannya? Tinggi betul. Ingin belajar teknologi tinggi di Bandung seperti Habibie, lalu merantau sampai ke Amerika.

Dengan semangat menggelegak dia pulang ke Maninjau dan tak sabar ingin segera kuliah. Namun kawan karibnya, Randai, meragukan dia mampu lulus UMPTN. Lalu dia sadar, ada satu hal penting yang dia tidak punya. Ijazah SMA. Bagaimana mungkin mengejar semua cita - cita tinggi tadi tanpa ijazah?

Terinspirasi semangat tim dinamit Denmark, dia mendobrak rintangan berat. Baru saja dia bisa tersenyum, badai masalah menggempurnya silih berganti tanpa ampun. Alif letih dan mulai bertanya - tanya: ""Sampai kapan aku harus teguh bersabar menghadapi semua cobaan hidup ini?"" Hampir saja dia menyerah.

Rupanya ""mantra"" man jadda wajada saja tidak cukup sakti dalam memenangkan hidup. Alif teringat ""mantra"" kedua yang diajarkan di Pondok Madani: man shabara zhafira. Siapa yang bersabar akan beruntung. Berbekal kedua mantra itu dia songsong badai hidup satu persatu. Bisakah dia memenangkan semua impiannya?

Ke mana nasib membawa Alif? Apa saja 3 ranah berbeda warna itu? Siapakah Raisa? Bagaimana persaingannya dengan Randai? Apa kabar Sahibul Menara? Kenapa sampai muncul Obelix, orang Indian dan Michael Jordan dan Kesatria Berpantun? Apa hadiah Tuhan buat sebuah kesabaran yang kukuh?

Ranah 3 Warna adalah hikayat bagaimana impian tetap wajib dibela habis - habisan walau hidup terus digelung nestapa tak berkesudahan. Tuhan sungguh bersama orang yang sabar.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1294322982i/10135719.jpg
Arus Balik,Pramoedya Ananta Toer,Hasta Mitra,1995,9789798659041 (ISBN10: 979865904X),Novel,"Semasa jayanya Majapahit, Nusantara merupakan kesatuan maritim dan kerajaan laut terbesar di antara bangsa - bangsa beradab di muka bumi. Arus bergerak dari selatan ke utara, segalanya: kapal - kapalnya, manusianya, amal perbuatannya dan cita - citanya, semua bergerak dari Nusantara di selatan ke 'Atas Angin' di utara. Tapi zaman berubah...

Arus berbalik  -  -  bukan lagi dari selatan ke utara tetapi sebaliknya dari utara ke selatan. Utara kuasai selatan, menguasai urat nadi kehidupan Nusantara... Perpecahan dan kekalahan seakan menjadi bagian dari Jawa yang beruntun tiada hentinya.

Wiranggaleng  -  -  pemuda desa sederhana, menjadi tokoh protagonis dalam epos kepahlawanan yang maha dahsyat ini. Dia bertarung sampai ke pusat kekuasaan Portugis di Malaka, memberi segala - galanya  -  -  walau hanya secauk pasir sekalipun  -  -  untuk membendung arus utara.

Masih dapatkah arus balik membalik lagi?

Karya Pramoedya Ananta Toer
Sebuah epos besar dari seorang penulis besar",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463799193i/963151.jpg
Harimau! Harimau!,Mochtar Lubis,Yayasan Obor Indonesia,1975,9789794611098 (ISBN10: 9794611093),Sastra,"Harimau! Harimau! telah mendapat Hadiah Yayasan Buku Utama sebagai buku penulisan sastra terbaik tahun 1975.

Buku ini dapat dibaca sebagai sebuah cerita petualangan di rimba raya oleh sekelompok pengumpul damar yang diburu oleh seekor harimau yang kelaparan. Berhari - hari mereka mencoba menyelamatkan diri mereka dan seorang demi seorang di antara mereka jatuh menjadi korban terkaman harimau.
Di tingkat lain, juga terjadi petualangan dalam diri masing - masing anggota kelompok pengumpul damar ini. Di bawah tekanan ancaman harimau yang terus - menerus memburu mereka, dalam diri mereka masing - masing, yang mempertinggi pula kesadaran mereka tentang kekuatan dan kelemahan - kelemahan para anggota kelompok mereka yang lain.

Di antara mereka malahan sampai pada kesadaran bahwa sebelum membunuh harimau yang memburu - buru mereka, tak kalah pentingnya ialah untuk membunuh terlebih dahulu harimau yang berada dalam setiap anak manusia.

Buku ini telah diterjemahkan ke dalam bahasa Inggris, Belanda, Jerman, dan sebuah terjemahan dalam bahasa Jepang sedang dilakukan pula.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377676472i/1455669.jpg
Cinta di Dalam Gelas,Andrea Hirata,Bentang Pustaka,2010,9786028811316,Novel,"CINTA DI DALAM GELAS bertutur tentang tugas berat di pundak Ikal. Dia harus membantu Maryamah memenangkan pertandingan catur saat 17 Agustus nanti. Maryamah, yang menyentuh bidak catur saja belum pernah, harus mengalahkan juara catur selama dua tahun berturut - turut yang sekaligus juga mantan suaminya. Namun, lebih dari itu, jenis kelamin Maryamah menjadi tantangan berat untuk bisa mencebur ke dalam pertandingan penuh harkat bagi kaum lelaki ini.

Bagi penonton yang pro maupun kontra, usaha Maryamah jelas sebuah suguhan yang sangat menarik. Begitu pulakah dengan Maryamah?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1276569634i/8460546.jpg
Rahasia Meede: Misteri Harta Karun VOC,E.S. Ito,Hikmah,2007,9789791140997 (ISBN10: 9791140995),Sastra,"Sebuah terowongan tua ditemukan di perut bumi Jakarta. Pintu masuknya terletak dalam Museum Sejarah Jakarta. Rutenya diyakini menuju tempat persembunyian emas VOC.

Sementara itu, di atas permukaan, Jakarta dicekam oleh teror pembunuhan misterius. Satu per satu orang penting ditemukan tewas mengenaskan, di tempat - tempat berawalan huruf B, disertai pesan aneh berupa Tujuh Dosa Sosial yang pernah dicetuskan oleh Mahatma Gandhi. Entah apa makna semua itu.

Het Geheim van Meede -  - Rahasia Meede, misteri emas VOC itu, perlahan terungkap. Dan, untuk mendapatkan jawabannya, seorang laki - laki muda intelijen militer harus berhadapan dengan seorang anarkis, karibnya ketika sama - sama sekolah di SMA Taruna Nusantara. Tak hanya bersaing dalam hal itu, mereka pun sama - sama berusaha mencuri perhatian seorang gadis Belanda, seorang mahasiswi peneliti Sejarah Ekonomi Kolonial, yang menyimpan lebih banyak misteri dari apa yang ditampakkannya.

Lika - liku pencarian Rahasia Meede melintasi sejarah ratusan tahun Indonesia, melewati pelarian, pengkhianatan, dan persahabatan. Kegelisahan sebuah generasi berusaha menemukan jalan keluarnya sendiri.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1212559170i/2016000.jpg
Rara Mendut: Sebuah Trilogi,Y.B. Mangunwijaya,PT Gramedia Pustaka Utama,2008,9789792236170 (ISBN10: 9792236171),Novel,"Rara Mendut, budak rampasan yang menolak diperistri oleh Tumenggung Wiraguna demi cintanya kepada Pranacitra. Dibesarkan di kampung nelayan pantai utara Jawa, ia tumbuh menjadi gadis yang trengginas dan tak pernah ragu menyuarakan isi pikirannya. Sosoknya dianggap nyebal tatanan di lingkungan istana di mana perempuan diharuskan bersikap serba halus dan serba patuh. Tetapi ia tak gentar. Baginya, lebih baik menyambut ajal di ujung keris Sang Tumenggung daripada dipaksa melayani nafsu panglima tua itu.

Genduk Duku, sahabat Rara Mendut yang membantunya menerobos benteng Keraton Mataram dan melarikan diri dari kejaran Tumenggung Wiraguna. Setelah kematian Rara Mendut dan Pranacitra, Genduk Duku menjadi saksi perseteruan diam - diam antara Wiraguna dan Pangeran Aria Mataram, putra mahkota yang kelak bergelar Sunan Amangkurat I dan sesungguhnya juga jatuh hati kepada Rara Mendut  -  perempuan rampasan yang oleh ayahnya dihadiahkan kepada panglimanya yang berjasa.

Lusi Lindri, anak Genduk Duku dipilih menjadi anggota pasukan pengawal Sunan Amangkurat I oleh Ibu Suri. Lusi Lindri menjalani kehidupan penuh warna di balik dinding - dinding istana yang menyimpan ribuan rahasia dan intrik - intrik jahat. Sebagai istri perwira mata - mata Mataram, ia tahu banyak... Bahkan terlalu banyak... Semakin lama nuraninya semakin terusik melihat kezaliman junjungannya. Tiada pilihan lain! Bulat sudah tekadnya, baginya lebih baik mati sebagai pemberontak penentang kezaliman daripada hidup nyaman bergelimang kemewahan.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404789346i/3060904.jpg
Muhammad: Lelaki Penggenggam Hujan,Tasaro G.K.,Bentang Pustaka,2010,9789791227797 (ISBN10: 9791227799),Novel,"Kashva pergi dari Suriah, meninggalkan Khosrou, sang penguasa Persia tempatnya mengabdikan hidup demi menemukan lelaki itu: Muhammad. Al - Amin yang kelahirannya akan membawa rahmat bagi semesta alam, pembela kaum papa, penguasa yang adil kepada rakyatnya.

Kehidupan Kashva setelah itu berubah menjadi pelarian penuh kesakitan dan pencarian yang tiada henti terhadap sosok yang dijanjikan. Seorang Pangeran Kedamaian yang dijanjikan oleh semua kitab suci yang dia cari dari setiap ungkapan ayat - ayat Zardusht sampai puncak - puncak salju di perbatasan India, Pegunungan Tibet, biara di Suriah, Istana Heraklius, dan berakhir di Yatsrib, sang Kota Cahaya.

Hasrat dalam diri Kashva sudah tak terbendung lagi. Keinginannya untuk bisa bertemu dengan Muhammad demikian besar hingga tak ada sesuatu pun yang membuatnya jerih. Bahkan maut yang mengintai dari ujung pedang tentara Khosrou tak juga menyurutkan kerinduannya bertemu Muhammad.

Kisah pencarian Kashva yang syahdu dalam novel ini akan membawa kita menelusur Jazirah Arab, India, Barrus, hinga Tibet.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447145843i/7948706.jpg
